StudentID,CalendarNo,SemesterNo,RegisteredCHs,AchievedCHs,AchievedCHsCumul,SemesterCumul,SemesterGPA,SemesterStatus,StudentStatusDesc
"1445141186","22","1","17","17","17","59.94","59.94","1","597"
"1445141186","23","2","16","14","31","58.88","57.75","1","597"
"1445141186","25","3","15","15","46","60.25","63.27","1","597"
"1445141186","26","4","15","15","61","61.86","67","1","597"
"1445141186","28","5","3","3","64","61.55","55","1","597"
"1445141186","29","6","5","5","69","62.64","68.8","1","597"
"1445141187","22","1","17","12","12","52.29","52.29","1","597"
"1445141187","23","1","0","0","0","0","0","4","598"
"1445141187","25","2","12","12","24","55.21","59.33","1","597"
"1445141187","26","3","0","0","0","0","0","6","600"
"1445141187","29","3","0","0","0","0","0","6","600"
"1445141187","32","3","0","0","0","0","0","3","589"
"1445141188","22","1","17","17","17","71.53","71.53","1","597"
"1445141188","23","2","16","16","33","67.94","64.12","1","597"
"1445141188","25","3","18","18","51","70","73.78","1","597"
"1445141188","26","4","18","18","69","71.19","74.56","1","597"
"1445141189","22","1","17","17","17","62.88","62.88","1","597"
"1445141189","23","2","0","0","0","0","0","0","604"
"1445141190","22","1","17","14","14","59.65","59.65","1","597"
"1445141190","23","1","0","0","0","0","0","4","598"
"1445141190","26","1","0","0","0","0","0","6","600"
"1445141190","29","1","0","0","0","0","0","6","600"
"1445141190","32","1","0","0","0","0","0","3","589"
"1445141191","22","1","17","5","5","43.59","43.59","1","628"
"1445141191","25","2","12","9","14","55.76","54.5","1","597"
"1445141191","28","3","0","0","0","0","0","6","600"
"1445141191","31","3","0","0","0","0","0","6","600"
"1445141191","34","3","0","0","0","0","0","6","600"
"1445141191","35","3","0","0","0","0","0","3","589"
"1445141192","22","1","17","17","17","66","66","1","597"
"1445141192","23","2","16","10","27","58.97","51.5","1","597"
"1445141192","25","3","15","15","42","61.94","68.47","1","597"
"1445141192","26","4","18","15","57","61.58","60.61","1","597"
"1445141192","28","5","0","0","0","0","0","6","600"
"1445141192","31","5","0","0","0","0","0","6","600"
"1445141192","34","5","0","0","0","0","0","6","600"
"1445141192","37","5","0","0","0","0","0","6","600"
"1445141192","41","5","0","0","0","0","0","3","589"
"1445141193","22","1","0","0","0","0","0","5","599"
"1445141193","25","1","0","0","0","0","0","6","600"
"1445141193","28","1","0","0","0","0","0","6","600"
"1445141193","32","1","0","0","0","0","0","3","589"
"1445141194","22","1","17","14","14","58.53","58.53","1","597"
"1445141194","23","2","0","0","14","58.53","0","0","605"
"1445141194","25","3","0","0","0","0","0","6","600"
"1445141194","28","3","0","0","0","0","0","6","600"
"1445141194","32","3","0","0","0","0","0","3","589"
"1445141195","22","1","17","17","17","69.12","69.12","1","597"
"1445141195","23","2","13","13","30","67.3","64.92","1","597"
"1445141195","25","3","18","18","48","70.02","74.56","1","597"
"1445141195","26","4","18","18","66","69.89","69.56","1","597"
"1445141195","28","5","0","0","0","0","0","6","600"
"1445141195","29","5","3","0","66","68.38","35","1","597"
"1445141195","31","6","0","0","0","0","0","6","600"
"1445141195","32","6","3","3","69","69.59","63","1","597"
"1445141196","22","1","17","17","17","71.71","71.71","1","597"
"1445141196","23","2","16","16","33","78.64","86","1","597"
"1445141196","25","3","18","18","51","81.53","86.83","1","597"
"1445141196","26","4","18","18","69","78.78","71","1","597"
"1445141197","22","1","17","17","17","76.59","76.59","1","597"
"1445141197","23","2","16","16","33","77.45","78.38","1","597"
"1445141197","25","3","18","18","51","78.96","81.72","1","597"
"1445141197","26","4","18","18","69","79.96","82.78","1","597"
"1445141198","22","1","17","17","17","67.65","67.65","1","597"
"1445141198","23","2","0","0","17","67.65","0","0","605"
"1445141198","25","3","0","0","0","0","0","6","600"
"1445141198","28","3","0","0","0","0","0","6","600"
"1445141198","32","3","0","0","0","0","0","3","589"
"1445141199","22","1","0","0","0","0","0","0","604"
"1445141200","22","1","17","17","17","71.82","71.82","1","597"
"1445141200","23","2","16","16","33","78.27","85.12","1","597"
"1445141200","25","3","18","18","51","81.98","88.78","1","597"
"1445141200","26","4","18","18","69","82.96","85.72","1","597"
"1445141201","22","1","17","17","17","67.35","67.35","1","597"
"1445141201","23","2","16","16","33","72.45","77.88","1","597"
"1445141201","25","3","18","18","51","74","76.83","1","597"
"1445141201","26","4","18","18","69","75.58","80.06","1","597"
"1445141202","22","1","17","14","14","57.59","57.59","1","597"
"1445141202","23","2","16","10","24","53.88","49.94","1","628"
"1445141202","25","3","12","10","34","55.84","61.25","1","597"
"1445141202","26","4","13","13","47","58.43","67.38","1","597"
"1445141202","28","5","11","11","58","59.67","56.82","1","597"
"1445141202","29","6","11","11","69","61.1","57.09","1","597"
"1445141203","22","1","17","17","17","78.88","78.88","1","597"
"1445141203","23","2","16","16","33","76.06","73.06","1","597"
"1445141203","25","3","18","18","51","77.69","80.67","1","597"
"1445141203","26","4","18","18","69","78.07","79.17","1","597"
"1445141204","22","1","17","17","17","67","67","1","597"
"1445141204","23","2","16","13","30","62.79","58.31","1","597"
"1445141204","25","3","0","0","0","0","0","6","600"
"1445141204","28","3","0","0","0","0","0","6","600"
"1445141204","32","3","0","0","0","0","0","3","589"
"1445141205","22","1","17","14","14","59.12","59.12","1","597"
"1445141205","23","2","0","0","0","0","0","6","600"
"1445141205","26","2","0","0","0","0","0","6","600"
"1445141205","29","2","0","0","0","0","0","6","600"
"1445141205","32","2","0","0","0","0","0","3","589"
"1445141206","22","1","17","0","0","35","35","1","628"
"1445141206","23","2","0","0","0","0","0","6","600"
"1445141206","28","2","0","0","0","0","0","3","589"
"1445141207","22","1","17","0","0","36.59","36.59","1","628"
"1445141207","23","2","0","0","0","0","0","6","600"
"1445141207","28","2","0","0","0","0","0","3","589"
"1445141208","22","1","17","17","17","68","68","1","597"
"1445141208","23","2","16","16","33","71.58","75.38","1","597"
"1445141208","25","3","18","18","51","75.14","81.67","1","597"
"1445141208","26","4","18","18","69","78.23","87","1","597"
"1445141209","22","1","17","17","17","97.53","97.53","1","597"
"1445141209","23","2","16","16","33","97.73","97.94","1","597"
"1445141209","25","3","18","18","51","97.12","96","1","597"
"1445141209","26","4","18","18","69","96.77","95.78","1","597"
"1445141210","22","1","17","14","14","64.35","64.35","1","597"
"1445141210","23","2","16","16","30","71.06","78.19","1","597"
"1445141210","25","3","18","18","48","76.14","85.44","1","597"
"1445141210","26","4","18","16","66","78.28","84.33","1","597"
"1445141210","28","5","0","0","0","0","0","6","600"
"1445141210","31","5","3","3","69","80.45","85","1","597"
"1445141211","22","1","0","0","0","0","0","5","599"
"1445141211","25","1","0","0","0","0","0","6","600"
"1445141211","28","1","0","0","0","0","0","6","600"
"1445141211","32","1","0","0","0","0","0","3","589"
"1445141212","22","1","17","14","14","53.41","53.41","1","597"
"1445141212","23","2","13","13","27","54.13","55.08","1","628"
"1445141212","25","3","15","15","42","58","65.73","1","597"
"1445141212","26","4","18","16","58","60.68","67.39","1","597"
"1445141212","28","5","0","0","0","0","0","6","600"
"1445141212","31","5","11","8","66","60.51","49.91","1","597"
"1445141212","32","6","3","3","69","61.16","50","1","597"
"1445141213","22","1","17","17","17","70.18","70.18","1","597"
"1445141213","23","2","0","0","0","0","0","0","604"
"1445141214","22","1","17","0","0","35","35","1","628"
"1445141214","23","2","0","0","0","0","0","6","600"
"1445141214","28","2","0","0","0","0","0","3","589"
"1445141215","22","1","17","17","17","85.06","85.06","1","597"
"1445141215","23","2","16","16","33","88.64","92.44","1","597"
"1445141215","25","3","18","18","51","88.73","88.89","1","597"
"1445141215","26","4","18","18","69","89.26","90.78","1","597"
"1445141216","22","1","17","14","14","55.76","55.76","1","597"
"1445141216","23","2","0","0","0","0","0","6","600"
"1445141216","26","2","0","0","0","0","0","6","600"
"1445141216","29","2","0","0","0","0","0","6","600"
"1445141216","32","2","0","0","0","0","0","3","589"
"1445141217","22","1","17","17","17","62.24","62.24","1","597"
"1445141217","23","2","16","16","33","65.36","68.69","1","597"
"1445141217","25","3","18","18","51","67.92","72.61","1","597"
"1445141217","26","4","18","18","69","68.1","68.61","1","597"
"1445141217","28","5","0","0","0","0","0","6","600"
"1445141217","29","6","0","0","0","0","0","6","600"
"1445141218","22","1","17","17","17","77.53","77.53","1","597"
"1445141218","23","2","16","16","33","80.55","83.75","1","597"
"1445141218","25","3","18","18","51","82.37","85.72","1","597"
"1445141218","26","4","18","18","69","84.03","88.72","1","597"
"1445141219","22","1","17","14","14","64.71","64.71","1","597"
"1445141219","23","2","0","0","0","0","0","4","598"
"1445141219","25","3","0","0","0","0","0","0","604"
"1445141220","22","1","0","0","0","0","0","5","599"
"1445141220","25","1","0","0","0","0","0","6","600"
"1445141220","28","1","0","0","0","0","0","6","600"
"1445141220","32","1","0","0","0","0","0","3","589"
"1445141221","22","1","17","17","17","63.76","63.76","1","597"
"1445141221","23","2","16","16","33","64.15","64.56","1","597"
"1445141221","25","3","18","18","51","64.57","65.33","1","597"
"1445141221","26","4","18","18","69","66.65","72.56","1","597"
"1445141222","22","1","17","17","17","68","68","1","597"
"1445141222","23","2","0","0","17","68","0","0","605"
"1445141222","25","3","18","18","35","70.6","73.06","1","597"
"1445141222","26","4","0","0","0","0","0","6","600"
"1445141222","29","4","0","0","0","0","0","6","600"
"1445141222","32","4","0","0","0","0","0","3","589"
"1445141223","22","1","17","17","17","70.82","70.82","1","597"
"1445141223","23","2","16","16","33","74.39","78.19","1","597"
"1445141223","25","3","18","18","51","76.65","80.78","1","597"
"1445141223","26","4","18","18","69","78.81","84.94","1","597"
"1445141224","22","1","0","0","0","0","0","5","599"
"1445141224","25","1","0","0","0","0","0","6","600"
"1445141224","28","1","0","0","0","0","0","6","600"
"1445141224","32","1","0","0","0","0","0","3","589"
"1445141225","22","1","17","0","0","35","35","1","628"
"1445141225","23","2","0","0","0","0","0","6","600"
"1445141225","28","2","0","0","0","0","0","3","589"
"1445141226","22","1","17","17","17","59.18","59.18","1","597"
"1445141226","23","2","16","16","33","60.73","62.38","1","597"
"1445141226","25","3","18","18","51","63.96","69.89","1","597"
"1445141226","26","4","18","18","69","66.09","72.11","1","597"
"1445141227","22","1","17","17","17","77.06","77.06","1","597"
"1445141227","23","2","0","0","0","0","0","6","600"
"1445141227","26","2","0","0","0","0","0","6","600"
"1445141227","29","2","0","0","0","0","0","6","600"
"1445141227","32","2","0","0","0","0","0","3","589"
"1445141228","22","1","17","17","17","65.71","65.71","1","597"
"1445141228","23","2","16","16","33","72.24","79.19","1","597"
"1445141228","25","3","18","18","51","71","68.72","1","597"
"1445141228","26","4","18","18","69","71.32","72.22","1","597"
"1445141229","22","1","17","14","14","62.59","62.59","1","597"
"1445141229","23","2","13","13","27","61.1","59.15","1","597"
"1445141229","25","3","0","0","0","0","0","4","598"
"1445141229","29","3","16","13","40","61","60.81","1","597"
"1445141229","31","4","18","8","48","56.64","45.5","1","597"
"1445141229","32","5","8","0","48","54.94","35","1","628"
"1445141229","34","6","0","0","0","0","0","6","600"
"1445141229","37","6","0","0","0","0","0","6","600"
"1445141229","40","6","0","0","0","0","0","6","600"
"1445141229","43","6","0","0","0","0","0","6","600"
"1445141229","46","6","0","0","0","0","0","6","600"
"1445141230","22","1","17","17","17","72.12","72.12","1","597"
"1445141230","23","2","16","16","33","76.52","81.19","1","597"
"1445141230","25","3","18","18","51","77.71","79.89","1","597"
"1445141230","26","4","18","18","69","78.26","79.83","1","597"
"1445141231","22","1","17","17","17","66.47","66.47","1","597"
"1445141231","23","2","14","14","31","64.06","61.14","1","597"
"1445141231","25","2","0","0","0","0","0","4","598"
"1445141231","28","2","0","0","0","0","0","6","600"
"1445141231","31","2","0","0","0","0","0","6","600"
"1445141231","34","2","0","0","0","0","0","6","600"
"1445141231","35","2","0","0","0","0","0","3","589"
"1445142001","23","1","9","9","9","78.67","78.67","1","597"
"1445142001","25","2","11","11","20","74.05","70.27","1","597"
"1445142001","26","3","16","13","33","69.14","63","1","597"
"1445142001","28","4","15","15","48","67.9","64.93","1","597"
"1445142001","29","5","12","12","60","70.65","75.92","1","597"
"1445142001","31","6","9","9","69","70.57","70","1","597"
"1445142002","23","1","0","0","0","0","0","5","599"
"1445142002","26","1","0","0","0","0","0","6","600"
"1445142002","29","1","0","0","0","0","0","6","600"
"1445142002","32","1","0","0","0","0","0","3","589"
"1445142003","23","1","9","9","9","90","90","1","597"
"1445142003","24","2","3","3","12","90","90","1","597"
"1445142003","25","3","11","11","23","88.52","86.91","1","597"
"1445142003","26","4","13","13","36","90.03","92.69","1","597"
"1445142003","28","5","18","18","54","89.72","89.11","1","597"
"1445142003","29","6","15","15","69","90.39","92.8","1","597"
"1445142004","23","0","15","15","15","70.4","70.4","10","603"
"1445142004","23","1","13","13","28","79.25","89.46","1","597"
"1445142004","25","2","18","18","46","79.85","80.78","1","597"
"1445142004","26","3","18","18","64","80.78","83.17","1","597"
"1445142004","28","4","5","5","69","81.35","88.6","1","597"
"1445142005","23","1","9","9","9","76.33","76.33","1","597"
"1445142005","25","2","17","17","26","68.42","64.24","1","597"
"1445142005","26","3","15","10","36","63.05","53.73","1","597"
"1445142005","28","4","18","18","51","63.5","62.94","1","597"
"1445142005","29","5","18","18","69","66.07","66.61","1","597"
"1445142005","35","6","10","10","69","67.57","62.5","1","597"
"1445142006","23","0","6","6","6","64.5","64.5","10","603"
"1445142006","23","1","11","11","17","64.71","64.82","1","597"
"1445142006","25","2","15","15","32","71.62","79.47","1","597"
"1445142006","26","3","18","18","50","70.9","69.61","1","597"
"1445142006","28","4","12","12","62","70.58","69.25","1","597"
"1445142006","29","5","5","5","67","70.19","65.4","1","597"
"1445142006","31","6","2","2","69","70.59","84","1","597"
"1445142007","23","1","13","13","13","88.15","88.15","1","597"
"1445142007","25","2","17","17","30","87.67","87.29","1","597"
"1445142007","26","3","19","19","49","84.96","80.68","1","597"
"1445142007","28","4","18","18","67","83.63","80","1","597"
"1445142007","29","5","2","2","69","83.09","65","1","597"
"1445142008","23","1","9","9","9","57.33","57.33","1","597"
"1445142008","25","2","11","11","20","57.65","57.91","1","597"
"1445142008","26","3","10","6","26","53.4","44.9","1","628"
"1445142008","28","4","0","0","0","0","0","6","600"
"1445142008","31","4","0","0","0","0","0","6","600"
"1445142008","34","4","0","0","0","0","0","6","600"
"1445142008","35","4","0","0","0","0","0","3","589"
"1445142009","23","1","9","9","9","67","67","1","597"
"1445142009","25","2","14","11","20","61.74","58.36","1","597"
"1445142009","26","3","10","5","25","56.91","45.8","1","597"
"1445142009","28","4","18","15","40","56.94","57","1","597"
"1445142009","29","5","17","17","57","58.91","62","1","597"
"1445142009","31","6","0","0","0","0","0","6","600"
"1445142009","34","6","0","0","0","0","0","6","600"
"1445142009","37","5","0","0","0","0","0","0","604"
"1445142010","23","1","9","3","3","43.33","43.33","1","628"
"1445142010","25","2","0","0","0","0","0","5","599"
"1445142010","28","2","0","0","0","0","0","6","600"
"1445142010","31","2","0","0","0","0","0","6","600"
"1445142010","34","2","0","0","0","0","0","6","600"
"1445142010","35","2","0","0","0","0","0","3","589"
"1445142011","23","1","9","9","9","84","84","1","597"
"1445142011","25","2","17","17","26","81.04","79.47","1","597"
"1445142011","26","3","10","10","36","79.08","74","1","597"
"1445142011","28","4","18","18","54","79.09","79.11","1","597"
"1445142011","29","5","15","15","69","79.33","80.2","1","597"
"1445142012","23","1","12","12","12","74","74","1","597"
"1445142012","25","2","14","14","26","70.73","67.93","1","597"
"1445142012","26","3","13","10","36","69.69","67.62","1","597"
"1445142012","28","4","18","18","54","68.74","66.67","1","597"
"1445142012","29","5","15","15","69","70.52","72.2","1","597"
"1445142013","23","1","9","9","9","64","64","1","597"
"1445142013","25","2","14","8","17","61.91","60.57","1","597"
"1445142013","26","3","13","13","30","67.47","77.31","1","597"
"1445142013","28","4","15","15","45","70.49","77.73","1","597"
"1445142013","29","5","12","12","57","72.84","82.83","1","597"
"1445142013","31","6","12","12","69","75.33","68.5","1","597"
"1445142014","23","0","3","3","3","72","72","10","603"
"1445142014","23","1","11","11","14","68.71","67.82","1","597"
"1445142014","25","2","14","14","28","68.82","68.93","1","597"
"1445142014","26","3","16","16","44","69.11","69.62","1","597"
"1445142014","28","4","18","15","59","67.31","62.89","1","597"
"1445142014","29","5","10","10","69","70.52","79.8","1","597"
"1445142015","23","1","12","12","12","70","70","1","597"
"1445142015","25","2","0","0","0","0","0","6","600"
"1445142015","28","2","0","0","0","0","0","6","600"
"1445142015","32","2","0","0","0","0","0","3","589"
"1445142016","23","1","12","12","12","95.75","95.75","1","597"
"1445142016","25","2","14","14","26","92.65","90","1","597"
"1445142016","26","3","13","13","39","92.15","91.15","1","597"
"1445142016","28","4","18","18","57","91.49","90.06","1","597"
"1445142016","29","5","12","12","69","91.8","93.25","1","597"
"1445142017","23","1","12","12","12","96.25","96.25","1","597"
"1445142017","25","2","14","14","26","96.12","96","1","597"
"1445142017","26","3","13","13","39","96.44","97.08","1","597"
"1445142017","28","4","18","18","57","96.37","96.22","1","597"
"1445142017","29","5","12","12","69","96.17","95.25","1","597"
"1445142018","23","1","0","0","0","0","0","0","605"
"1445142019","23","1","9","9","9","62.67","62.67","1","597"
"1445142019","25","2","17","17","26","69.27","72.76","1","597"
"1445142019","26","3","13","13","39","67.59","64.23","1","597"
"1445142019","28","4","18","18","57","66.25","63.33","1","597"
"1445142019","29","5","12","12","69","66.68","68.75","1","597"
"1445142020","23","1","9","9","9","59","59","1","597"
"1445142020","25","2","17","17","26","66.58","70.59","1","597"
"1445142020","26","3","13","13","39","66.15","65.31","1","597"
"1445142020","28","4","18","18","57","66.75","68.06","1","597"
"1445142020","29","5","12","12","69","68.55","77.08","1","597"
"1445142021","23","1","9","3","3","40.67","40.67","1","628"
"1445142021","25","2","0","0","0","0","0","6","600"
"1445142021","28","2","0","0","0","0","0","6","600"
"1445142021","32","2","0","0","0","0","0","3","589"
"1445142022","23","0","9","9","9","63.33","63.33","10","603"
"1445142022","23","1","9","9","18","63.17","63","1","597"
"1445142022","25","2","14","14","32","63.34","63.57","1","597"
"1445142022","26","3","10","7","39","61.88","57.2","1","597"
"1445142022","28","4","15","13","46","62.55","61.23","1","597"
"1445142022","29","4","0","0","0","0","0","4","598"
"1445142022","31","5","17","14","48","62.7","56.12","1","597"
"1445142022","32","6","16","16","64","66.36","68.81","1","597"
"1445142022","34","7","5","5","69","66.04","62","1","597"
"1445142023","23","1","0","0","0","0","0","0","605"
"1445142023","25","2","0","0","0","0","0","0","604"
"1445142024","23","0","9","9","9","58.67","58.67","10","603"
"1445142024","23","1","8","6","15","53.18","47","1","628"
"1445142024","25","2","11","3","0","47.86","39.64","3","593"
"1445142025","23","1","9","3","3","40.33","40.33","1","628"
"1445142025","25","2","11","9","0","48.45","55.09","3","593"
"1445142026","23","1","12","12","12","62.5","62.5","1","597"
"1445142026","25","2","14","14","26","62.31","62.14","1","597"
"1445142026","26","3","13","10","36","59.85","54.92","1","597"
"1445142026","28","4","18","18","54","61.28","64.39","1","597"
"1445142026","29","5","15","15","69","62.96","65.33","1","597"
"1445142027","23","1","12","9","9","55","55","1","597"
"1445142027","25","2","14","0","9","44.23","35","1","628"
"1445142027","26","3","0","0","0","0","0","6","600"
"1445142027","29","3","0","0","0","0","0","6","600"
"1445142027","32","3","0","0","0","0","0","3","589"
"1445161001","22","1","18","18","18","66.17","66.17","1","597"
"1445161001","23","2","18","15","33","63.17","60.17","1","597"
"1445161001","25","3","17","17","50","63.7","64.82","1","597"
"1445161001","26","4","17","17","67","65.59","71.47","1","597"
"1445161001","28","5","0","0","0","0","0","6","600"
"1445161001","29","5","3","3","70","66.79","63","1","597"
"1445161002","22","1","0","0","0","0","0","5","599"
"1445161002","25","1","0","0","0","0","0","6","600"
"1445161002","28","1","0","0","0","0","0","6","600"
"1445161002","32","1","0","0","0","0","0","3","589"
"1445161003","22","1","18","18","18","67.17","67.17","1","597"
"1445161003","23","2","18","3","21","55.17","43.17","1","597"
"1445161003","25","3","0","0","0","0","0","5","599"
"1445161003","28","3","0","0","0","0","0","6","600"
"1445161003","31","3","0","0","0","0","0","6","600"
"1445161003","34","3","0","0","0","0","0","6","600"
"1445161003","35","3","0","0","0","0","0","3","589"
"1445161004","22","1","18","18","18","73.67","73.67","1","597"
"1445161004","23","2","15","15","33","70.82","67.4","1","597"
"1445161004","24","3","3","3","36","71","73","1","597"
"1445161004","25","4","17","17","53","70.83","70.47","1","597"
"1445161004","26","5","17","17","70","75.66","90.71","1","597"
"1445161005","22","1","18","18","18","65.5","65.5","1","597"
"1445161005","23","2","18","15","33","67.42","69.33","1","597"
"1445161005","25","2","0","0","0","0","0","4","598"
"1445161005","26","2","0","0","0","0","0","6","600"
"1445161005","29","2","0","0","0","0","0","6","600"
"1445161005","32","2","0","0","0","0","0","6","600"
"1445161005","35","2","0","0","0","0","0","3","589"
"1445161006","22","1","18","18","18","79.33","79.33","1","597"
"1445161006","23","2","18","18","36","75.17","71","1","597"
"1445161006","25","3","17","17","53","76.04","77.88","1","597"
"1445161006","26","4","20","20","70","78.49","80.7","1","597"
"1445161007","22","1","18","18","18","63.83","63.83","1","597"
"1445161007","23","2","18","18","36","65","66.17","1","597"
"1445161007","25","3","17","17","53","67","71.24","1","597"
"1445161007","26","4","17","17","70","69.76","78.35","1","597"
"1445161007","28","4","0","0","0","0","0","4","598"
"1445161007","29","5","3","3","70","71.09","87","1","597"
"1445161008","22","1","0","0","0","0","0","5","599"
"1445161008","25","1","0","0","0","0","0","6","600"
"1445161008","28","1","0","0","0","0","0","6","600"
"1445161008","32","1","0","0","0","0","0","3","589"
"1445161009","22","1","0","0","0","0","0","5","599"
"1445161009","25","1","0","0","0","0","0","6","600"
"1445161009","28","1","0","0","0","0","0","6","600"
"1445161009","32","1","0","0","0","0","0","3","589"
"1445161010","22","1","18","18","18","76","76","1","597"
"1445161010","23","2","18","18","36","73.5","71","1","597"
"1445161010","25","3","17","17","53","76.06","81.47","1","597"
"1445161010","26","4","17","17","70","78.87","87.65","1","597"
"1445161011","22","1","0","0","0","0","0","0","604"
"1445161012","22","1","18","18","18","87.33","87.33","1","597"
"1445161012","23","2","15","3","21","66","40.4","1","597"
"1445161012","25","2","0","0","0","0","0","4","598"
"1445161012","28","2","0","0","0","0","0","4","598"
"1445161012","31","3","0","0","0","0","0","6","600"
"1445161012","32","2","0","0","0","0","0","0","604"
"1445161013","22","1","18","18","18","70.67","70.67","1","597"
"1445161013","23","2","18","18","36","69.17","67.67","1","597"
"1445161013","25","3","17","17","53","69.04","68.76","1","597"
"1445161013","26","4","17","17","70","70.04","73.18","1","597"
"1445161014","22","1","0","0","0","0","0","0","604"
"1445161015","22","1","18","18","18","75","75","1","597"
"1445161015","23","2","15","15","33","75.91","77","1","597"
"1445161015","25","3","17","17","50","76.76","78.41","1","597"
"1445161015","26","4","20","20","70","80.81","90.95","1","597"
"1445161016","22","0","9","9","9","74.67","74.67","10","603"
"1445161016","22","1","18","18","27","77.22","78.5","1","597"
"1445161016","23","2","9","9","33","76.18","66","1","597"
"1445161016","25","2","0","0","0","76.18","0","4","598"
"1445161016","26","3","9","6","39","70.21","48.33","1","597"
"1445161016","28","4","14","14","50","70.64","69","1","597"
"1445161016","29","5","20","20","70","73.24","74.4","1","597"
"1445161017","22","1","18","18","18","69.83","69.83","1","597"
"1445161017","23","2","15","12","30","64.36","57.8","1","597"
"1445161017","25","3","17","17","47","66.08","69.41","1","597"
"1445161017","26","4","20","17","64","68.42","69.55","1","597"
"1445161017","28","5","3","3","67","67.89","56","1","597"
"1445161017","29","6","3","3","70","68.23","50","1","597"
"1445161018","22","1","18","18","18","70","70","1","597"
"1445161018","23","2","18","18","36","68.83","67.67","1","597"
"1445161018","25","3","17","17","53","71.26","76.41","1","597"
"1445161018","26","4","17","17","70","72.63","76.88","1","597"
"1445161019","22","1","18","0","0","35","35","1","628"
"1445161019","23","2","0","0","0","0","0","6","600"
"1445161019","26","2","0","0","0","0","0","6","600"
"1445161019","29","2","0","0","0","0","0","6","600"
"1445161019","32","2","0","0","0","0","0","3","589"
"1445161020","22","1","18","18","18","60.5","60.5","1","597"
"1445161020","23","2","18","12","30","59","57.5","1","597"
"1445161020","25","3","14","12","42","60.5","64.36","1","597"
"1445161020","26","3","0","0","0","0","0","4","598"
"1445161020","28","4","5","5","47","61.21","60.2","1","597"
"1445161020","29","5","17","17","64","61.79","63.59","1","597"
"1445161020","31","6","3","3","67","62.9","61","1","597"
"1445161020","32","6","0","0","0","0","0","4","598"
"1445161020","35","7","3","3","70","63.5","56","0","596"
"1445161021","22","1","0","0","0","0","0","0","604"
"1445161022","22","1","18","18","18","62.67","62.67","1","597"
"1445161022","23","2","15","12","30","62.18","61.6","1","597"
"1445161022","25","3","17","17","47","64.58","69.24","1","597"
"1445161022","26","4","14","14","61","66.06","71.36","1","597"
"1445161022","28","5","0","0","0","0","0","6","600"
"1445161022","29","5","9","9","70","65.97","55","1","597"
"1445161023","22","1","18","18","18","77.67","77.67","1","597"
"1445161023","23","2","15","15","33","74.82","71.4","1","597"
"1445161023","25","3","17","17","50","76.82","80.71","1","597"
"1445161023","26","4","20","20","70","78.4","82.35","1","597"
"1445161024","22","1","18","15","15","61","61","1","597"
"1445161024","23","2","15","12","27","58.64","55.8","1","597"
"1445161024","25","3","14","12","39","61.36","67.79","1","597"
"1445161024","26","4","12","6","45","60.82","52.5","1","597"
"1445161024","28","5","0","0","0","0","0","6","600"
"1445161024","31","5","0","0","0","0","0","6","600"
"1445161024","34","5","0","0","0","0","0","6","600"
"1445161024","35","5","0","0","0","0","0","3","589"
"1445161025","22","1","18","18","18","79.17","79.17","1","597"
"1445161025","23","2","15","15","33","79.09","79","1","597"
"1445161025","25","3","17","17","50","81.9","87.35","1","597"
"1445161025","26","4","20","20","70","83.16","86.3","1","597"
"1445161026","22","1","18","18","18","79.67","79.67","1","597"
"1445161026","23","2","18","18","36","75.42","71.17","1","597"
"1445161026","25","3","17","17","53","77.94","83.29","1","597"
"1445161026","26","4","17","17","70","78.64","80.82","1","597"
"1445161027","22","1","0","0","0","0","0","0","604"
"1445161028","22","1","18","18","18","69.33","69.33","1","597"
"1445161028","23","2","15","15","33","69.64","70","1","597"
"1445161028","24","3","3","3","36","69.92","73","1","597"
"1445161028","25","4","17","17","53","70.04","70.29","1","597"
"1445161028","26","5","17","17","70","72.9","81.82","1","597"
"1445161029","22","1","18","18","18","94.83","94.83","1","597"
"1445161029","23","2","18","18","36","94.83","94.83","1","597"
"1445161029","25","3","17","17","53","95.32","96.35","1","597"
"1445161029","26","4","17","17","70","95.36","95.47","1","597"
"1445161030","22","1","18","18","18","54.5","54.5","1","597"
"1445161030","23","2","15","6","24","49.27","43","1","628"
"1445161030","25","3","11","9","0","51.48","58.09","3","593"
"1445161031","22","1","0","0","0","0","0","0","604"
"1445161032","22","1","18","18","18","79.83","79.83","1","597"
"1445161032","23","2","15","15","33","76.45","72.4","1","597"
"1445161032","25","3","17","17","50","76.72","77.24","1","597"
"1445161032","26","4","17","14","64","74.84","69.29","1","597"
"1445161032","28","5","0","0","0","0","0","6","600"
"1445161032","31","5","0","0","0","0","0","4","598"
"1445161032","37","5","6","6","70","75.4","65","1","597"
"1445161033","22","1","18","18","18","65","65","1","597"
"1445161033","23","2","0","0","18","65","0","0","605"
"1445161033","25","3","0","0","0","0","0","6","600"
"1445161033","28","3","0","0","0","0","0","6","600"
"1445161033","32","3","0","0","0","0","0","3","589"
"1445161034","22","1","18","18","18","76.67","76.67","1","597"
"1445161034","23","2","15","12","30","75.36","73.8","1","597"
"1445161034","24","3","3","3","33","76.42","88","1","597"
"1445161034","25","4","17","17","50","78.68","83.47","1","597"
"1445161034","26","5","17","17","67","82.49","86.71","1","597"
"1445161034","28","6","3","3","70","82.99","94","1","597"
"1445161035","22","1","18","15","15","62.83","62.83","1","597"
